listing_id,id,date,reviewer_id,reviewer_name,comments
13415314,183231451,2017-08-16,140874814,Silvia,Espectacular
13415314,183544228,2017-08-17,127550081,Alex,"Great place with a great view of the city, Pamela was a great host, responded to questions fast and was very accommodating"
13415314,185000635,2017-08-20,12061919,Nadine,Pamala was fantastic from the second I booked the room. Clear instructions and followed up frequently to insure our stay was nothing but amazing ! Thank you !
13415314,185398052,2017-08-21,4316278,Rebecca,"Pamala's place was so well situated, the checkin process was simple, the apartment was lovely and the Apple TV was a great little bonus! Would definitely recommend anyone looking to stay in Toronto and wanting something convenient and comfortable. Thanks Pamala for a great stay!"
13415314,186131861,2017-08-23,61962092,Lorna,My family and I had a lovely stay at Pamala's! She was a very helpful host and the apartment was clean and conveniently located to all the sites!
13415314,187735720,2017-08-27,93737082,Ken,This spot was great for getting to and from the downtown area. And it was only a 10 minute walk from the Rogers Centre to watch the Jays! Pamala responded very quickly to my messages and was a fantastic host!
13415314,188808461,2017-08-30,147629025,Marjorie,"Magnifique séjour. Merci. Super propre, central et à proximité de tout ! Parfait pour une petit famille comme nous."
13415314,189746322,2017-09-02,146670354,David,"We just spent 2 nights here and it was as advertised. Great to have our own place and space to relax after long days of having fun. Cozy, clean and close to all amenities. Easy walking to everything. Perfect place for our mini-vacation!"
13415314,193206850,2017-09-12,57041846,Joseph,Great spot and great location.
13415314,193702090,2017-09-14,55915543,Mark,Great location with a lot to do. Pamala was very accommodating and responds quickly. I would definitely book again!
13415314,194818743,2017-09-17,8082897,Andre,"Loved the area- grocery store nearby, nice restaurant, lots of people(and dogs!), clean, etc. There was some noise from the trains nearby but did not prevent us from sleeping. We were about 15 to 20 minutes from the convention center( which is beside the CN Tower). We had trouble with the air conditioning as it seemed to only do one room. Perhaps leaving the bedroom doors open would have helped. Quick responses from Pamela. Not sure who was cleaning(cleaning lady or Pamela) but when we arrived to leave our luggage, she was not very friendly."
13415314,195978565,2017-09-21,58489982,McKenzie,"Great, easy, clean place to stay -- we only stayed one night but it was perfect for our needs."
13415314,196263751,2017-09-22,150871775,John,"Our stay at Pamala's condo was one of the highlights of the entire trip.  It was my first time using airbnb so I wasn't sure what to expect.  But immediately after booking it, Pamala reached out to discuss check-in details, and continued to update me as our time got closer, making sure I had all my questions answered.  It made for a smooth process and we had no problems at all.  The condo is lovely, and the location is amazing.  If I'm ever back in Toronto, I'm contacting Pamala first!"
13415314,197044896,2017-09-24,79727924,Greg,Pamala was a wonderful host with a great place! The whole place was up to date and very clean. Beds were comfortable and roomy. We walked everywhere we needed to be. Plenty of bars and restaurants extremely close by.
13415314,197736566,2017-09-26,151173569,Kelly,Great location to Rogers centre and groceries/restaurants.  Really everything you need!
13415314,198774147,2017-09-30,34662150,Kelly,"As advertised! Great base for exploration. It worked well for our family of four with kids 10 and 8. The AC only works in one bedroom, so if you’re hot by nature and it’s summertime, you might bring or ask for a fan :)"
13415314,201593428,2017-10-08,52156452,Matt,"Great location near Downtown Toronto.

Well-equipped condo with onsite gym and pool(!).

Super quick responses from Pamala too, which was really helpful.

5/5"
13415314,202049042,2017-10-09,53767814,Bianca,"Pamala was a great host and responded promptly. Her place was absolutely beautiful and very clean upon arrival. I would definitely stay here again, next time I am planning a trip to the city."
13415314,202729781,2017-10-12,152055003,Alysha,Pamala was an awesome host! Everything went smoothly and we had a great time. She’s extremely quick to respond to any questions I had and made our time very enjoyable.
13415314,203695047,2017-10-15,116183979,Jack,"Amazing space. Comfy beds, nice view over the city at night, all amenities worked."
13415314,205609058,2017-10-22,2977210,Miles,Great building and condo. We could easily walk to major attractions and shopping. We didn’t use transit at all and were able to get everywhere we wanted to see!
13415314,206488676,2017-10-25,15153330,Eduardo,Excelente departamento y ubicación! Ampliamente recomendado
13415314,208472932,2017-11-01,57402720,Thomas,"Amazing stay. 
Pamala was super helpful and sent us clear instructions. 
The appartment itself is gorgeous, pool, gym and hot downstairs, free parking, and an amazing view of Toronto from the balcony. 10/10 would recommend!"
13415314,208906090,2017-11-03,18349105,Geron,"Small, clean condo that suited our needs. Parking and entry were a little bit complicated, but if you follow the instructions carefully you will have no problems. If you require parking, I recommend having a second person rather than trying to do it alone."
13415314,209901689,2017-11-06,153318445,Val,"This Condo is close to everything! It can sleep 6 comfortably and has everything you would need for a long stay or an over nite one! Peaceful and clean. The amities are so to date! Apple TV , workout room, pool! Amazing . The beds are very comfortable , I have arthritis and cannot sleep on just anything. I sleep extremely well! Pamala is very quick to answer any question and very helpful! We would stay here again when in Toronto ! Thanks  
Again Pamala
Val"
13415314,210477308,2017-11-09,34482025,Chrissy,Great cozy and comfortable place with everything you need.   Wonderful location and close to everything.  The place was clean and well stocked with great facilities and free parking.  Pamela was quick with her responses and had very clear and concise  check in instructions saving you a lot of time.   The buildings is highly secured.  Highly recommend her place when staying in TO didn't want to leave.
13415314,211315954,2017-11-12,16681007,Victor,"We had a great stay in Pamalas place, the location was prefect and the view from her place is nice. It is about 5 mins drive from Billy Bishop airport and less than 10 mins from the bars and restaurants on King street. I would def stay here again."
13415314,211847921,2017-11-14,157562358,Drita,"Pamala was great, she was very quick to respond to me and was very clear in instructions. Her place was very clean and had everything we needed for our stay. The extras were the TVs and much needed after a day out touring around Toronto and coming back to relax. My daughter especially loved having a tv in her own room! Her location was great, really close to everything we needed and planned doing. The parking was great considering it’s hard to find parking in Toronto. We will be back!! Thanks for everything Pamala!"
13415314,213514132,2017-11-21,158491617,Teagan,"Clean, cute, and close to downtown Toronto! Loved how close we were to the CN tower. And the close public transit made moving around the city so easy!"
13415314,213874606,2017-11-23,24983291,지현,"여기 진짜 쩔어요
처음에 도착했을때 숙소가 너무 좋아서 사기 당한줄 알았어요
방에서 야경도 보이고, 키 있으면 지하에 수영장 피트니스센터 요가룸 다 쓸 수 있고!
저는 아침에 일나서 수영장 갔는데 수영장도 진짜 대박.."
13415314,214313418,2017-11-25,157225379,James,"This place felt like home, really convince location with free parking is another plus for me. I really like the bad, it let me sleep through the night. Definitely recommend, would love to stay again next time in Toronto."
13415314,215958209,2017-12-02,15903695,Kim,"Good place to stay in the heart of Toronto. Nicely appointed, great communication. The only inconvenience was early morning noise from the trains below. Otherwise it was a fantastic stay."
13415314,216622496,2017-12-04,160658800,Mark,Great place to stay
13415314,218577508,2017-12-13,1539226,Michael,"This is a beautiful condo, modern, tasteful, stylish, clean and in a great location. Perfect for a short or longer stay in the city. The host was extremely helpful with everything- great communications. Check-in / check-out was a breeze. Would definitely stay again."
13415314,219411899,2017-12-17,157642104,Virak,Pamala was a wonderful host. It was clean.  We enjoy our stay close to everything.
13415314,222038113,2017-12-28,160225136,Yao,Nice apartment with all daily life necessities. Also very quick and friendly reponse.
13415314,224267649,2018-01-02,70701478,Melissa,"The location was above expectations, within walking distance to most places downtown, even in the cold winter. Easy check-in instructions and Pamala was very quick to respond to any questions I had. Great window in the apartment, making it feel warm and welcoming. Would recommend this place."
13415314,226422154,2018-01-10,1539226,Michael,"This was our second visit. And like before, everything was perfect. Great location- spacious, clean, modern and well-appointed condo. The host is extremely helpful with excellent communication! Would definitely stay again!"
13415314,228930121,2018-01-21,739231,Marylene,"We had a nice stay in Toronto at Pamala's. Great location, clean apartment, quick replies and easy get in-get out process. I like a more lived-in flat when I use AirBnb, but this place covered our practical needs all right. Would recommend."
13415314,234650280,2018-02-13,69066385,Nancy,"Pamala made communication very easy! From checking in, to parking instructions, everything was well described for us. She is a great host and I would totally book this place again. Thanks for having us!"
13415314,235141542,2018-02-15,158194989,Tyler,Great downtown spot
13415314,235423876,2018-02-16,159065706,Dan,Easy check in kids loved the pool
13415314,236153450,2018-02-18,55673679,Alison,"The location was perfect for accessing the local hot spots including the Eaton centre, Rogers centre and Queen street. The apartment is spacious for a weekend away with friends or family. The amenities in this apartment are fantastic including a fully accessiable kitchen, a gym, parking and a pool. The balcony is beautiful at night seeing the city’s view. I would highly recommend this stay."
13415314,236603053,2018-02-19,23418329,Julia,"Pamala’s place is in a great location ! Close to many of Toronto’s hot spots. She was quick to respond and provided me with all the information I needed to have a comfortable stay. I’d 100% stay at Pamalas place again. The building was nice and the room with clean and tidy. It had everything we needed. 
Thanks again !!"
13415314,237092496,2018-02-21,108075119,Jerry(Yi),"Pamala is a great host, very kind and very enthusiastic. Highly recommend Pamala's place, it's great!"
13415314,237341887,2018-02-22,143469748,Mila,Best condo ever! It is so clean and makes you feel so warm at the same time that we even want to come back next time! The view is great. And it’s very close to the main dt sightseeings ( we walked to queen St). You ll get a super nice and quick-response host !
13415314,237903139,2018-02-24,171443843,Aisha,The condo is in a perfect location and comes with absolutely everything you could need to have a relaxed stay. Pamala was beyond helpful and an amazing host. Thank you again!!
13415314,238367033,2018-02-25,98194481,Matt,"I had a great stay at Pamela’s place in Toronto!  The place was in the heart of downtown, it was super clean and Pamela was very quick to respond to any inquiries.  100% recommend this place to anyone."
13415314,239419467,2018-03-01,173866956,Anieka,We have a great stay at pamala’s place! It was central to lot of things so we were able to walk to places quite easily.
13415314,239915791,2018-03-03,124863190,Stassi,Would definitely recommend!! Loved the space! Pamala made everything super easy for our stay!
13415314,241105958,2018-03-07,41642809,Kevin,Convenient place. Great host.
13415314,241526382,2018-03-09,172000597,Nicolas,Beau petit appartement très bien situé à quelques minutes de la CN tower visible depuis l'entrée du batiment. Rien à redire sur l'appartement comme sur la gentillesse et la réactivité de Pamala ainsi que sur la clarté des instructions de check in .
13415314,241803958,2018-03-10,124167366,Chelsea,"The location was perfect and close to everything downtown Toronto has to offer. Pamala is a great host, and made sure everything was perfect. She is also super quick at responding to messages and very resourceful. Would definitely stay there again!"
13415314,243628792,2018-03-16,53090583,Vanessa,Pamala's place is beautiful and centrally located! The free underground parking was a huge plus with our rental car. The apartment itself is super clean and the view is gorgeous. Loved the big TV as well!
13415314,243924420,2018-03-17,159351150,Minsang,Great location with a great host. Certainly better than most of hotels in the downtown.
13415314,244773404,2018-03-19,64028938,Walid,"Very nice and good location downtown. Condo was perfect, enjoyed my stay here, definitely would book again"
13415314,246506401,2018-03-25,24917148,Sandy,"Location location location!! Coffee and bars downtown Hockey Hall of Fame all close!! ❤️♥️. Great for runners to hit the lake couple blocks away 
And a nice little fitness facility in the building! Neat perch from balcony too!"
13415314,247179733,2018-03-27,68840803,Loren,Nice place and great location
13415314,248038448,2018-03-30,38774934,Sophie,"Pamala’s place is central to most places and a great location for those coming in town for tourism. If you have a car, the parking garage could be a bit confusing. We had some issues with the cleanliness of the bathroom but everything else seemed fine."
13415314,250595650,2018-04-05,54272714,Vinh,"As advertised.  Great location.  We enjoyed the pool which is a lap pool that gets busy at night with many people doing laps about one body length in between.  Easy and quick communication with Pamela.  The apartment is  about 500 or so square feet with two bedrooms and one bathroom connecting them so if you're traveling with family it's ok.  However, remembering to lock and unlock two doors for privacy can potentially be a problem.  The dryer takes forever so if you're planning on doing laundry be prepared for a lot of waiting."
13415314,251802242,2018-04-08,177951420,Zachery,Fantastic weekend in the perfect location!
13415314,254651780,2018-04-17,142233913,Beverley,"Pamela’s place was a lovely location in a great building! Easy check and check out!
The rooms were perfect. My only wish was that we came during the summer time to take advantage of th balcony:))
A great weekend spot/:) to see basketball game or site see!"
13415314,257818097,2018-04-27,183992700,Logan,Pamela was a great host who was quick to answer any questions. The location was amazing and the apartment itself was very stylish and modern. Would definitely recommend!
13415314,258621650,2018-04-29,182501318,Susanne,Great restaurants close by
13415314,260331762,2018-05-04,8703669,Paulina,A very accesible location and Pamala is a great hostess and excellent communicator.
13415314,261999893,2018-05-07,146342106,Jessica,Great stay!
13415314,262664940,2018-05-09,166595683,Salim,Nice close by.
13415314,265549436,2018-05-17,185405900,Kim,"The condo is in the busy area, in the heart of downtown. We enjoyed our stay very much. We had a really good view of the city from our condo. Our host, Pamela, was very friendly and accommodating. She is also fast in responding back to our questions or request. There is a parking underground, which was so convenient for us. Thank you for hosting us. Definitely recommend and will be back if we ever visit Toronto again."
13415314,265885220,2018-05-18,64734866,Alex,"Pamala is a great host. Quick replies and easy check in. Nice, clean place well located and underground parking. Close to grocery stores, cafés and restaurants. Great place to stay when in Toronto."
13415314,267710029,2018-05-22,4617411,Erica,Condo was in a great location and was exactly as described. Pamela was a great host and was very easy and available to communicate with.
13415314,268284897,2018-05-24,10028075,Paras,"The apartment is situated in a heart of the city so its very very easy to move around, everything is in walking distance. The apartment is very modern, and makes good use of the space. There was a slight problem checking-in however Pamala was a very quick to respond to any questions. Overall it was a good stay."
13415314,271900924,2018-06-02,100552045,Debbie,"Awesome location 10 min walk to Rogers centre.. also includes parking!
"
13415314,273012333,2018-06-04,62560920,Lo,"Bring own towels, bed sheets and bathroom products. Towels and bed sheets were both damp. The place smells very odd, had to get air freshener. Great building however."
13415314,273850793,2018-06-07,11130492,Jessica,"Great place, great location"
13415314,275138864,2018-06-10,67451147,Pulkit,Great location and pamala is a great host everything is very near and it’s very safe.
13415314,275685777,2018-06-11,29518548,Lyne,Really enjoyed my stay. Clean place and stylish. Near touristy area and easy to go around downtown. Would come again. 10/10 recommend
13415314,276388592,2018-06-13,188084793,Philippe,Très bel appartement  très  bien situé proche de la tour CN Tower et de toutes commodités avec emplacement  parking souterrain  sous la résidence  très appréciable. Bon contact  avec Pamala.
13415314,276733959,2018-06-14,194774445,Nicolas,condos très bien situé avec tout ce qui vous faut pour un séjour plus que satisfaisant!
13415314,281337257,2018-06-24,59700076,Tina,Luxury might not be the right word -- but its certainly a good apartment in a good location that does the job. Enjoyed our stay here and Pamala was very responsive. It was an easy process to check in and out. Would recommend.
13415314,283337461,2018-06-29,196350571,Annie,"Great place, location and amenities. Would recommend."
13415314,285358649,2018-07-03,7940252,Brock,"Pamala’s place was perfect for four of us.  Conveniently located, pretty much everything we wanted to do or see was within walking distance.  Would definitely stay again, and recomend it without hesitation."
13415314,286139889,2018-07-05,40619125,Ashtyn,Great place to stay close to the Rogers Centre. Clean space. Easy check in.
13415314,286540270,2018-07-06,135428235,Alyssa,We had an amazing stay! Perfect location. Clean and had everything we needed. Even had parking which was so helpful!
13415314,289116059,2018-07-11,91560072,Adreeta,"Apartment looked exactly like the photos. Very clean and bright, at a great location."
13415314,290002676,2018-07-13,170376970,Jared,This was a cozy 2 bedroom condo close to all major attractions. Host provided excellent check in instructions...the process was seamless! Super comfortable!
13415314,291215962,2018-07-15,198751699,Wado,Nice spot!
13415314,293098597,2018-07-19,195754259,Ten,"It was the very nice place. 
I strongly recommend it."
13415314,295505198,2018-07-23,173660523,Patrick,"Great host and clean unit 
"
13415314,297279715,2018-07-27,151821370,Lisa,"Condo is close to amenities, clean and extremely well equipped. Host was quick with responses. Lovely space. Would have no hesitation if recommending. "
13415314,300577833,2018-08-02,200430429,Lori,"A great Air bnb for its location, parking, cleaniness and style. Just know that there is city noise . "
13415314,301672687,2018-08-04,94968959,Mark,Great Location. Good communication. Very clean.
13415314,303988151,2018-08-08,175985941,Bharat,Clean and stylish apartment in a convenient location.  With the added bonus of a parking space. 
13415314,304473065,2018-08-09,79238346,Martha,Pam is extremely responsive to all questions. The place is great. We were in Toronto to see the Red Sox play the Blue Jays. It was a perfect location - just a short walk on a nice path. I highly recommend Pam and her condo. 
13415314,305584275,2018-08-11,104190306,Rafa,Excelente ubicación!!!!
13415314,306332647,2018-08-12,70186950,Ellie,Great location
13415314,308001819,2018-08-15,53759633,Willem,Great place. Walking distance to most things. Would recommend. 
13415314,309690962,2018-08-18,19511719,Jowell,Pamela is a stellar host. I loved the automated check-in and instructions. She always replied to any questions right away. The location of the condo is amazing being within walking distance to many restaurants and shops on King and Queen streets plus a short distance to Graffiti Alley. I would suggest stopping at Peter Pan Bistro on Queen Street for a delicious meal. Or Early Bird Coffee for breakfast. Over the space fit our group well. 
13415314,311123841,2018-08-20,143384805,Cole,Pamala is everything you could want in a host. 
13415314,311592541,2018-08-21,210744226,Mustafa,Great clean place with amazing location . Will definitely use again and will recommend to family and friends.
13415314,312044793,2018-08-22,180956188,Ronald,Great place in a great location near everything highly recommend for your Toronto stay! 
13415314,313040641,2018-08-24,205911236,Rebecca,Had a great stay at Pamala’s! She was super nice and responded to my questions right away! The condo was in a great location and was exactly how it was described! HIGHLY recommend! 
13415314,314270946,2018-08-26,24995172,Jake,"We had such a great time!! This place is in the heart of town. So easy to get around and we had so much fun :) The place had everything we needed from Netflix to WiFi. So perfect! I stayed with four friends and we were very happy with the response time and cleanliness of the place. Definitely recommend staying here.
"
13415314,316115728,2018-08-30,85339714,Connie,"This condo is in an amazing location and the building has a cool vibe.  You'll find everything you need to feel at home in the condo and there are endless restaurants, sights and amenities nearby.  I especially appreciated the proximity to the lake for running, walking and patio time.  Things are clean and tidy and the bedding is comfortable."
13415314,316596157,2018-08-31,187100963,Tessa,"Great location, very helpful and good communication between guest and host. Easy to follow instructions, comfortable place to stay."
13415314,317058417,2018-09-01,127612172,Victoria,"A friend and I brought our teenage  girls to Toronto for a concert at Rogers Centre. Pamela’s rental was perfect. There was plenty of room for the 4 of us. The location was very close to the Rogers Centre(you can see it from the end of the street) and the entertainment district. Parking is included with the rental and that is a huge plus. The apartment was thoroughly cleaned and well stocked with towels, extra bedding, soaps, etc. Pamela answered any questions we had immediately and provided great communication prior to our visit."
13415314,318373667,2018-09-03,112697801,Arron,"Pamela's place is a cool little gem in a great location in Toronto. I stayed with my brother during labor day and it was walking distance from many of the happenings downtown. Pamela allowed us to check in a little early which helped since we arrived early. I would recommend her place to anyone. One note: Don't forget your toiletries. It's only soap, shampoo and conditioner there. If you like small washclothes, bring them too. Only hand towels were available."
13415314,320313755,2018-09-08,48696553,Catherine,"This is a great place to stay in Toronto, great location, the place is spotless and had everything we needed. Pamala replied immediately to any questions we had. The apartment feels very secure and having that supermarket nearby is a real plus.  The restaurants and bars on the corner are also very nice.  The only complaint is the noise (from the building site and the trains!) which only really effects the front bedroom.  Would definitely stay again if back in Toronto. Thanks Pamala for the hospitality!"
13415314,322638266,2018-09-13,15093102,Filomena,We had a great time at Pamala' s place.   The apartment is very well located.  I would definitely recommend this place. Thank you Pamala.
13415314,325380214,2018-09-19,38163142,Benoit,very good
13415314,327371971,2018-09-23,211675036,Kate,"Très bel endroit, chaleureux & bien situé. Les instructions étaient très claires & Pamela a assuré un très bon suivi tout au long du séjour. J'ai adoré !!!! Je le recommande fortement à tous."
13415314,329339240,2018-09-28,186346836,Sean,"Fantastic! Would stay there again for sure. Great location, great host and great place."
13415314,330453025,2018-09-30,119455521,Shelia,"Pamala’s unit was very clean, organized and well stocked with everything guests will need.... great utilization of space!! The building is secure and the location is excellent... walkable to restaurants, bars, local sights and shopping! The check in was easy (once I downloaded the app and linked to Airbnb) ....  communications were always clear informative! I would recommend Pamala’s unit to family and friends! I would definitely stay here again!!!"
13415314,334216346,2018-10-08,134962756,Rebecca,Excellent place and excellent location!
13415314,335258203,2018-10-11,164205994,Anushaanth,"Location was amazing, great unit and an abundance of amenities for guests. Would highly recommend and stay again."
13415314,336548029,2018-10-14,59120830,Christiane,"Easy & friendly communication with the host, clean and tide and an excellent spot to explore Toronto!"
13415314,337513565,2018-10-16,177424057,Rob,"loved the place, location and the comms with Pamala always nice and timely."
13415314,339382746,2018-10-21,198751699,Wado,Great stay!
13415314,341670892,2018-10-27,76519417,Jennie,Very accurate.  Awesome location!
13415314,342814799,2018-10-29,221923697,Kranzer,Très bon séjour à Toronto grâce à cet endroit. Un appartement idéalement situé proche de tout à pied. Apple tv et Netflix en plus.
13415314,343745797,2018-11-01,150184405,Leslie,The condo was clean. The bedrooms were spacious by Toronto standards and the beds were comfortable. The location is great for walking around downtown.
13415314,344046809,2018-11-02,62862172,Esheaka,"Pamela’s place is an amazing, clean, and beautiful place. Place was spotless and had everything I needed. It’s in a great location and is quiet for those who are looking to just rest. Would recommend this place to anyone."
13415314,347654374,2018-11-11,129960319,Akilah,Very nice and convenient location.
13415314,349155445,2018-11-16,216875240,Ahmad,"Great work and attention to details, everything as expected. Keep it up Pamala"
13415314,354393492,2018-12-01,226354536,Karl,"Great condo, all the amenities plus. Very helpful and prompt host"
13415314,355544487,2018-12-04,30737045,Katherine,"Pam's place was great, and very central! Great value and parking on site was key!"
13415314,356514996,2018-12-08,135506772,Michelle,"Great access to tourist locations. Simple and clean accommodation, everything you will need."
13415314,361453169,2018-12-23,208126766,Ismail,Great place!
13415314,362935084,2018-12-27,185518942,Andrew,"Easy, clean, nice place, good location.  A+"
13415314,364402095,2018-12-30,63492478,Crystal,"Pamala's place was in a great location downtown. Convenient to many tourist area by walking or short Uber ride. The condo was clean and had a great city view and stocked with things like laundry detergent, dryer sheets, shampoo and conditioner. She recommended a great restaurant next door called Hunter's Landing, which we went to twice. Pamala is very responsive to messages."
13415314,367825647,2019-01-05,135925756,Arthur,"Very nice apartment, the location is perfect and Pamala is very quick to answer. We had a very enjoyable stay."
13415314,368951530,2019-01-08,143403002,Mohammed,Very nice place in a great location.
13415314,401130880,2019-01-13,156872841,Brad,just reservation. you will love it
13415314,402202295,2019-01-17,216378263,Paolo,A room with a view! Lovely place with ample restaurants right out the front door. Great for an executive looking for a place to hang their hat!
13415314,403787043,2019-01-21,112245389,Miguel,"This place was perfect. Every bed was super comfortable, including the sofa beds (better than hotels). The bedding, towels and all amenities were of high quality. The place was immaculately clean. The host was very responsive to all of our texts and we really didn’t have any issues with the house. Thank you Pamala for your hospitality!"
13415314,406141904,2019-01-28,18060236,Brian,"A++++++++++ Excellent condo in a perfect location.  Perfect for my stay whilst in Toronto, highly recommended.  The condo was sparkling clean and really comfortable!  Thanks for hosting me!"
13415314,407290850,2019-02-01,176432889,Steve,Great spot! Very easy check in.
13415314,409690565,2019-02-08,231287006,Juan,"Very nice, clean and amazing located place, very recommended."
13415314,410805768,2019-02-10,240507590,Zarria,"Very comfortable clean space. Pamala was available if we had any questions. 
since its self-check-in/ checkout you must prepare yourself as you have to use the fob to press the P2 parking but also must leave it on the counter, found it a little complicated. I  would recommend another self check out option.
But The experience was overall a 5-star rating!!! would recommend this spot to anyone."
14871622,103112444,2016-09-20,75158927,Zeynep,"Although our apartment rental was short notice, Hyla helped a lot. The apartment is very nice good decorated and cleaned. Hyla thought all detailes, you can find all necesery items especially in kitchen and bathroom. The place of the apartment is great. Very close to populer places can be walked and also close to the transportation if necesery. Apartment can be very comfortable for long time usage as well."
14871622,105655210,2016-10-02,1708998,Leonardo,"The location is convenient and charming, walking distance from College Blvd where all restaurants and bars are
The environment is clean and quiet enough even if there is some little noise coming from upstairs in the morning
The hosts were hospital and very nice helping out a very late last minute reservation (6 pm) 
The apartment looks and feels as described or better. I highly recommend it.
Thank you 
Leo"
14871622,106687078,2016-10-07,92537476,Ty,"My wife and I stayed here for 5 nights. We haven't used that many airbnbs, but this one was definitely our favourite by far. This was a great apartment; beautifully and comfortably furnished, quiet, and in one of Toronto's best neighbourhoods. It has all the modern amenities but with the orginal charm. 

The apartment has everything you could need, and more. Soaps, cleaning products, and even items you don't think you'll need until you need them (ziplock baggies, tupperware, etc.) Situated very close to transit, shopping, and nightlife; although you can sit out on the balcony and enjoy the street below just as well. 

Hyla and Leonard were extremely easy to communicate with and a pleasure to book with. They made sure we were comfortable and had everything we needed. 

If you ever need an airbnb while in Toronto again, there is no where else to look. Book here."
14871622,109912506,2016-10-23,4791556,Alison & Farah,This place is absolutely perfect!! Great location right near Korea Toen!! Perfect spot for exploring the city & great food & coffee nearby. The apartment is incredibly clean & spacious for a couple. The balcony would be a hit for a summer stay!! Thank you Hyla! 
14871622,114847165,2016-11-20,8118279,Brenda,"Hyla & Leonard are very accommodating and quick to offer help.  They welcomed several of our family members visiting with us in the spacious living room,
the kitchen is well equipped (lacks a dish washer tho) and a very comfy bed.
We hope to return!"
14871622,115677338,2016-11-26,21228691,Sam,"Hyla made me feel right at home from before I arrived at her beautiful apt. Hyla's communication is fantastic and prompt, and she herself is warm and welcoming! The apt is exactly what you see in the photos provided and the description on her profile. The location is right in the heart of Little Italy, Palmerston st is well lit and beautiful. It's only a 10 minute walk from College st which has everything you would need from cafes, bars, movie theatres and restaurants to convenience and clothing stores. I would absolutely recommend staying here if you're coming through Toronto!!"
14871622,124274598,2017-01-01,33270665,Claire,Hyla's flat is really lovely and well located. It was easy to find. Hyla answered all of our questions and was as helpful as one could hope. I would certainly recommend this flat to anyone.
14871622,132883471,2017-02-19,59461705,Lynda,"Hyla's place is super-clean, thoughtfully outfitted and in a lovely, convenient neighbourhood.  It does not, however, have a television that is connected to anything.  If that is unimportant to you, or you pack what you need to connect to Netflix, this place is perfect."
14871622,134233238,2017-02-26,30597202,Charlotte,"I would have to say, if I could stay anywhere in Toronto, It would be at Hyla's Spaces. They are gorgeous, upscale and in great locations."
14871622,135634814,2017-03-05,678432,Amy,"Hyla was an amazing host. Her place is bright, clean, beautiful and perfectly located. She went out of her way to make sure that our stay with a small baby was perfectly smooth. I would recommend her place to anyone! "
14871622,136908465,2017-03-12,8605002,Julietta,"Hyla is a fantastic host, and her place is fantastic. I would stay here again in a heartbeat, and will definitely use this space as my home base in Toronto for future travels. It's quiet, comfortable, and clean. The space is perfect in every way, and Hyla is always on call to answer questions. Overall, a truly wonderful stay."
14871622,145491327,2017-04-18,12587257,Elaine,"Hyla's place was lovely, in a quiet neighbourhood and prime location. She was very accommodating and communicative to my parents needs/requests. "
14871622,146738322,2017-04-23,30059409,J,"This rental was perfect for our family. It had everything we needed to feel comfortable, walking distance to everything you might want, and Hyla was a wonderful host. Our children slept a solid 11 hours each night, which never happens!"
14871622,148449437,2017-04-30,41272378,Elizabeth,"This was the perfect place to stay for a long weekend in the city. Hyla was amazing to work with, very responsive and had great restaurant recombinations. We would stay here again the next time we are visiting! "
14871622,156389497,2017-05-30,11240325,Jane,"
Hyla's flat is super clean, in a fab location and very tastefully decorated. I've done Airbnb in London, Paris, Athens, Copenhagen, Belgium & Reykjavik and I actually think this was the nicest one of them all. Thoughtful details like lots of towels, shower gel and shampoo, lovely wine glasses and hooks for coats. The keypad entry was convenient and simple and the location is fantastic - on a quiet tree-lined street between the Annex and Little Italy - perfect for exploring the city from. 
Hyla always responded to messages quickly and was on hand to help with anything we needed. 
We can't recommend this flat enough and I suspect we'll be back someday!"
14871622,159303975,2017-06-10,9541110,Jonathan,"Great place. Open and equipped. Very homey but stylish.
Best area of Toronto, with residential feel with tremendous eating variety at various price points.
Very accommodating hosts.
"
14871622,160104916,2017-06-12,71565072,Moria,Hyla's place is so clean and spacious. We really enjoyed the neighborhood. There is a great espresso place around the corner and many restaurants within walking distance. The patio and balcony seats were great for hanging out and people watching. 
14871622,162392475,2017-06-20,70150828,Brian,"A suite so comfortable that you will forget that you have to eventually leave. We stayed over a long weekend in June.

Hyla is a great host. Knowledgeable of the area and available should anything come-up. 

The photos are accurate, this place is really nice. Clean, comfy, stylish and ac and extra fan should you need it. The suite is well appointed. Everything we needed was in the kitchen and the in-suite laundry- wow nice bonus.

Walkable to so many nice Toronto neighborhoods. The neighborhood and the neighbors are quiet. Never a concern having to walk anywhere. Uber drivers never seemed to be more than 3 min away.

This kind of quality is what Airbnb should be all about. On our next trip to the area we will book again. 

Thanks for a nice vacation stay.
"
14871622,164266685,2017-06-26,129705404,Alexis,"It's a nice as the photos make it look! Clean, comfortable, tastefully decorated and stocked with all the amenities you'll need. Located on a picturesque residential street with restaurants, nightlife and public transit a five to ten minute walk in any direction."
14871622,169488447,2017-07-12,10767035,Wendy,"Very clean, beautiful central neighborhood, great host! "
14871622,180764101,2017-08-11,7461833,Lily,"We had a great stay at Hyla's place. It was super cute, comfortable and located on one of the best streets in Toronto. Complete with all of the amenities one could need. Hyla was very responsive and helpful. Would highly recommend it! "
14871622,182419558,2017-08-14,2144777,Rene,Nice clean apartment in a good neighbourhood.
